Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.118
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.012
Cabeza puntual retorno,Au 242.80,0.116
Celda # 11-A,Au 242.80,0.082
Celda # 11-B,Au 242.80,0.046
Celda # 11-C,Au 242.80,0.015
Celda # 6-F2,Au 242.80,0.017
Celda #5-9,Au 242.80,0.016
Celda #(F1+F2),Au 242.80,0.123
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.122
NE Tubo 4,Au 242.80,0.116
NE Tubo 5,Au 242.80,0.075
NE Tubo 6,Au 242.80,0.135
NE Tubo 7,Au 242.80,0.054
Puntual Noroeste,Au 242.80,0.128
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.165
Especial 1,Au 242.80,0.039
Especial 2,Au 242.80,0.046
Especial 3,Au 242.80,0.08
Especial 4,Au 242.80,0.066
Especial 5,Au 242.80,0.058
