Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.358
Cabeza puntual retorno,Cu 324.75,1.164
Celda #(F1+F2),Cu 324.75,0.988
Puntual Noroeste,Cu 324.75,1.32
Tubo 3,Cu 324.75,0.082
NE Tubo 2,Cu 324.75,0.107
NE Tubo 4,Cu 324.75,1.012
Especial 1,Cu 324.75,0.101
Especial 2,Cu 324.75,0.055
Especial 3,Cu 324.75,0.093
Especial 4,Cu 324.75,0.072
Especial 5,Cu 324.75,2.087
Columna #1,Cu 324.75,1.264
Columna #2,Cu 324.75,1.414
Columna #3,Cu 324.75,1.58
Columna #4,Cu 324.75,1.732
Columna #5,Cu 324.75,1.71
Comp. Cola Columna,Cu 324.75,2.048
Barren,Cu 324.75,1.686
Barren Patios,Cu 324.75,1.579
NE Tubo 1,Cu 324.75,0.291
NE Tubo 5,Cu 324.75,2.786
NE Tubo 6,Cu 324.75,4.073
NE Tubo 7,Cu 324.75,3.448
Celda # 11-A,Cu 324.75,0.051
Celda # 11-B,Cu 324.75,0.055
Celda # 11-C,Cu 324.75,1.278
Celda #5-9,Cu 324.75,7.95
