Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.127
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.004
Cabeza puntual retorno,Au 242.80,0.13
Columna #1,Au 242.80,0.084
Columna #2,Au 242.80,0.041
Columna #3,Au 242.80,0.023
Columna #4,Au 242.80,0.012
Columna #5,Au 242.80,0.003
Celda # 11-A,Au 242.80,0.04
Celda # 11-B,Au 242.80,0.023
Celda # 11-C,Au 242.80,0.015
Celda #5-9,Au 242.80,0.011
Celda #(F1+F2),Au 242.80,0.128
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.097
NE Tubo 4,Au 242.80,0.109
NE Tubo 5,Au 242.80,0.049
NE Tubo 6,Au 242.80,0.059
NE Tubo 7,Au 242.80,0.136
Puntual Noroeste,Au 242.80,0.13
Tubo 3,Au 242.80,0.186
Especial 1,Au 242.80,0.096
Especial 2,Au 242.80,0.037
Especial 3,Au 242.80,0.108
Especial 4,Au 242.80,0.086
Especial 5,Au 242.80,0.039
