Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.598
Comp. Cola Columna,Ag 328.07,0.32
Barren,Ag 328.07,0.303
Cabeza puntual retorno,Ag 328.07,0.618
Columna #1,Ag 328.07,0.536
Columna #2,Ag 328.07,0.463
Columna #3,Ag 328.07,0.408
Columna #4,Ag 328.07,0.367
Columna #5,Ag 328.07,0.315
Celda # 11-A,Ag 328.07,0.026
Celda # 11-B,Ag 328.07,0.4
Celda # 11-C,Ag 328.07,0.026
Celda #5-9,Ag 328.07,0.021
Celda #(F1+F2),Ag 328.07,0.662
NE Tubo 1,Ag 328.07,0.348
NE Tubo 2,Ag 328.07,0.087
NE Tubo 4,Ag 328.07,0.586
NE Tubo 5,Ag 328.07,0.105
NE Tubo 6,Ag 328.07,0.029
NE Tubo 7,Ag 328.07,0.838
Puntual Noroeste,Ag 328.07,0.655
Barren Patios,Ag 328.07,0.307
Tubo 3,Ag 328.07,0.961
Especial 1,Ag 328.07,0.024
Especial 2,Ag 328.07,0.027
Especial 3,Ag 328.07,0.023
Especial 4,Ag 328.07,0.024
Especial 5,Ag 328.07,0.027
