Sample ID,Analyte Name,Reported Conc (Calib)
Especial 6,Cu 324.75,0.149
Comp. Cabeza Columna,Cu 324.75,1.079
Comp. Cola Columna,Cu 324.75,1.133
Barren,Cu 324.75,1.004
Cabeza puntual retorno,Cu 324.75,1.08
Celda # 11-A,Cu 324.75,1.487
Celda # 11-B,Cu 324.75,0.134
Celda # 11-C,Cu 324.75,0.106
Celda # 6-F2,Cu 324.75,0.549
Celda #5-9,Cu 324.75,4.841
Celda #(F1+F2),Cu 324.75,0.239
NE Tubo 1,Cu 324.75,0.034
NE Tubo 2,Cu 324.75,0.394
NE Tubo 4,Cu 324.75,0.178
NE Tubo 5,Cu 324.75,0.051
NE Tubo 6,Cu 324.75,0.04
NE Tubo 7,Cu 324.75,0.273
Puntual Noroeste,Cu 324.75,0.174
Barren Patios,Cu 324.75,0.816
Tubo 3,Cu 324.75,0.112
Especial 1,Cu 324.75,2.638
Especial 2,Cu 324.75,0.449
Especial 3,Cu 324.75,2.072
Especial 4,Cu 324.75,3.183
Especial 5,Cu 324.75,1.499
