Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.065
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.068
Celda # 11-A,Au 242.80,0.027
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.007
Celda # 6-F2,Au 242.80,0.046
Celda #5-9,Au 242.80,0.025
Celda #(F1+F2),Au 242.80,0.076
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.08
NE Tubo 4,Au 242.80,0.029
NE Tubo 5,Au 242.80,0.043
NE Tubo 6,Au 242.80,0.245
NE Tubo 7,Au 242.80,0.087
Puntual Noroeste,Au 242.80,0.09
Barren Patios,Au 242.80,0.006
Tubo 3,Au 242.80,0.085
Especial 1,Au 242.80,0.062
Especial 2,Au 242.80,0.108
Especial 3,Au 242.80,0.044
Especial 4,Au 242.80,0.029
Especial 5,Au 242.80,0.09
Especial 6,Au 242.80,0.001
