Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.106
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.012
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.046
Celda # 11-B,Au 242.80,0.028
Celda # 11-C,Au 242.80,0.001
Celda # 6-F2,Au 242.80,0.022
Celda #5-9,Au 242.80,0.016
Celda #(F1+F2),Au 242.80,0.113
NE Tubo 2,Au 242.80,0.106
NE Tubo 4,Au 242.80,0.048
NE Tubo 5,Au 242.80,0.025
NE Tubo 6,Au 242.80,0.071
NE Tubo 7,Au 242.80,0.11
Puntual Noroeste,Au 242.80,0.113
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.15
Especial 1,Au 242.80,0.088
Especial 2,Au 242.80,0.039
Especial 3,Au 242.80,0.057
Especial 4,Au 242.80,0.057
Especial 5,Au 242.80,0.03
NE Tubo 1,Au 242.80,0.001
