Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.587
Comp. Cola Columna,Cu 324.75,2.559
Barren,Cu 324.75,2.325
Cabeza puntual retorno,Cu 324.75,2.554
Columna #1,Cu 324.75,2.478
Columna #2,Cu 324.75,2.509
Columna #3,Cu 324.75,2.435
Columna #4,Cu 324.75,2.366
Columna #5,Cu 324.75,2.425
Celda # 11-A,Cu 324.75,0.486
Celda # 11-B,Cu 324.75,0.06
Celda # 11-C,Cu 324.75,0.055
Celda #5-9,Cu 324.75,3.38
Celda #(F1+F2),Cu 324.75,2.738
NE Tubo 1,Cu 324.75,0.005
NE Tubo 2,Cu 324.75,0.117
NE Tubo 4,Cu 324.75,1.848
NE Tubo 5,Cu 324.75,9.774
NE Tubo 6,Cu 324.75,6.955
NE Tubo 7,Cu 324.75,0.571
Puntual Noroeste,Cu 324.75,2.325
Barren Patios,Cu 324.75,1.912
Tubo 3,Cu 324.75,1.513
Especial 1,Cu 324.75,0.75
Especial 2,Cu 324.75,0.01
Especial 3,Cu 324.75,0.905
Especial 4,Cu 324.75,3.293
Especial 5,Cu 324.75,0.229
Especial 6,Cu 324.75,0.028
