Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.682
Comp. Cola Columna,Cu 324.75,0.669
Barren,Cu 324.75,0.65
Cabeza puntual retorno,Cu 324.75,0.697
Celda # 11-A,Cu 324.75,0.344
Celda # 11-B,Cu 324.75,0.265
Celda # 11-C,Cu 324.75,0.849
Celda # 6-F2,Cu 324.75,0.06
Celda #5-9,Cu 324.75,2.597
Celda #(F1+F2),Cu 324.75,0.651
NE Tubo 1,Cu 324.75,0.056
NE Tubo 2,Cu 324.75,0.137
NE Tubo 4,Cu 324.75,0.081
NE Tubo 5,Cu 324.75,0.096
NE Tubo 6,Cu 324.75,0.101
NE Tubo 7,Cu 324.75,0.717
Puntual Noroeste,Cu 324.75,0.642
Barren Patios,Cu 324.75,0.573
Tubo 3,Cu 324.75,1.518
Especial 1,Cu 324.75,0.294
Especial 2,Cu 324.75,0.192
Especial 3,Cu 324.75,0.118
Especial 4,Cu 324.75,0.166
Especial 5,Cu 324.75,0.326
Especial 6,Cu 324.75,0.109
