Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.143
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.002
Cabeza puntual retorno,Au 242.80,0.138
Celda # 11-A,Au 242.80,0.03
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.008
Celda # 6-F2,Au 242.80,0.022
Celda #5-9,Au 242.80,0.094
Celda #(F1+F2),Au 242.80,0.155
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.08
NE Tubo 4,Au 242.80,0.083
NE Tubo 5,Au 242.80,0.237
NE Tubo 6,Au 242.80,0.124
NE Tubo 7,Au 242.80,0.292
Puntual Noroeste,Au 242.80,0.15
Tubo 3,Au 242.80,0.175
Especial 1,Au 242.80,0.031
Especial 2,Au 242.80,0.063
Especial 3,Au 242.80,0.034
Especial 4,Au 242.80,0.078
Especial 5,Au 242.80,0.085
