Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.729
Comp. Cola Columna,Cu 324.75,0.967
Barren,Cu 324.75,0.777
Cabeza puntual retorno,Cu 324.75,0.615
Celda # 11-A,Cu 324.75,1.738
Celda # 11-B,Cu 324.75,0.125
Celda # 11-C,Cu 324.75,0.102
Celda #5-9,Cu 324.75,0.586
Celda #(F1+F2),Cu 324.75,0.475
NE Tubo 1,Cu 324.75,0.916
NE Tubo 2,Cu 324.75,0.083
NE Tubo 4,Cu 324.75,0.088
NE Tubo 5,Cu 324.75,0.327
NE Tubo 6,Cu 324.75,0.423
NE Tubo 7,Cu 324.75,0.021
Puntual Noroeste,Cu 324.75,0.546
Barren Patios,Cu 324.75,0.645
Tubo 3,Cu 324.75,2.557
Especial 1,Cu 324.75,0.168
Especial 2,Cu 324.75,2.249
Especial 3,Cu 324.75,1.674
Especial 4,Cu 324.75,4.06
Especial 5,Cu 324.75,0.023
Columna #1,Cu 324.75,0.895
Columna #2,Cu 324.75,0.964
Columna #3,Cu 324.75,1.01
Columna #4,Cu 324.75,1.042
Columna #5,Cu 324.75,1.113
