Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.045
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.019
Cabeza puntual retorno,Au 242.80,0.042
Celda # 11-A,Au 242.80,0.051
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.015
Celda # 6-F2,Au 242.80,0.068
Celda #5-9,Au 242.80,0.025
Celda #(F1+F2),Au 242.80,0.05
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.035
NE Tubo 4,Au 242.80,0.013
NE Tubo 5,Au 242.80,0.01
NE Tubo 6,Au 242.80,0.065
NE Tubo 7,Au 242.80,0.123
Puntual Noroeste,Au 242.80,0.052
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.067
Especial 1,Au 242.80,0.125
Especial 2,Au 242.80,0.156
Especial 3,Au 242.80,0.045
Especial 4,Au 242.80,0.028
Especial 5,Au 242.80,0.117
