Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.147
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.006
Cabeza puntual retorno,Au 242.80,0.147
Celda # 11-A,Au 242.80,0.023
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.001
Celda # 6-F2,Au 242.80,0.025
Celda #5-9,Au 242.80,0.094
Celda #(F1+F2),Au 242.80,0.154
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.097
NE Tubo 4,Au 242.80,0.080
NE Tubo 5,Au 242.80,0.243
NE Tubo 6,Au 242.80,0.113
NE Tubo 7,Au 242.80,0.287
Puntual Noroeste,Au 242.80,0.157
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.174
Especial 1,Au 242.80,0.036
Especial 2,Au 242.80,0.069
Especial 3,Au 242.80,0.044
Especial 4,Au 242.80,0.076
Especial 5,Au 242.80,0.083
,,
