Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.999
Comp. Cola Columna,Cu 324.75,0.942
Barren,Cu 324.75,0.964
Cabeza puntual retorno,Cu 324.75,0.92
Columna #1,Cu 324.75,0.973
Columna #2,Cu 324.75,0.949
Columna #3,Cu 324.75,0.937
Columna #4,Cu 324.75,0.945
Columna #5,Cu 324.75,0.948
Celda # 11-A,Cu 324.75,1.39
Celda # 11-B,Cu 324.75,0.103
Celda # 11-C,Cu 324.75,0.085
Celda #5-9,Cu 324.75,4.493
Celda #(F1+F2),Cu 324.75,0.432
NE Tubo 1,Cu 324.75,0.022
NE Tubo 2,Cu 324.75,0.241
NE Tubo 4,Cu 324.75,0.173
NE Tubo 5,Cu 324.75,0.055
NE Tubo 6,Cu 324.75,0.064
NE Tubo 7,Cu 324.75,1.376
Puntual Noroeste,Cu 324.75,0.384
Barren Patios,Cu 324.75,0.982
Tubo 3,Cu 324.75,0.504
Especial 1,Cu 324.75,3.466
Especial 2,Cu 324.75,0.157
Especial 3,Cu 324.75,2.056
Especial 4,Cu 324.75,3.802
Especial 5,Cu 324.75,0.541
