Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.884
Comp. Cola Columna,Cu 324.75,3.013
Barren,Cu 324.75,2.649
Cabeza puntual retorno,Cu 324.75,2.820
Celda # 11-A,Cu 324.75,0.726
Celda # 11-B,Cu 324.75,0.033
Celda # 11-C,Cu 324.75,10.370
Celda # 6-F2,Cu 324.75,2.410
Celda #5-9,Cu 324.75,0.073
Celda #(F1+F2),Cu 324.75,3.097
NE Tubo 1,Cu 324.75,0.030
NE Tubo 2,Cu 324.75,0.131
NE Tubo 4,Cu 324.75,2.366
NE Tubo 5,Cu 324.75,14.480
NE Tubo 6,Cu 324.75,7.341
NE Tubo 7,Cu 324.75,1.841
Puntual Noroeste,Cu 324.75,3.179
Barren Patios,Cu 324.75,2.748
Tubo 3,Cu 324.75,2.379
Especial 1,Cu 324.75,0.170
Especial 2,Cu 324.75,0.021
Especial 3,Cu 324.75,1.152
Especial 4,Cu 324.75,3.699
Especial 5,Cu 324.75,0.200
Especial 6,Cu 324.75,0.011
