Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.753
Cabeza puntual retorno,Cu 324.75,0.781
Celda #(F1+F2),Cu 324.75,0.808
Puntual Noroeste,Cu 324.75,0.884
Tubo 3,Cu 324.75,0.995
NE Tubo 2,Cu 324.75,0.149
NE Tubo 4,Cu 324.75,2.756
Especial 1,Cu 324.75,0.076
Especial 2,Cu 324.75,0.07
Especial 3,Cu 324.75,0.109
Especial 4,Cu 324.75,0.131
Especial 5,Cu 324.75,0.103
Columna #1,Cu 324.75,0.811
Columna #2,Cu 324.75,0.853
Columna #3,Cu 324.75,0.873
Columna #4,Cu 324.75,0.891
Columna #5,Cu 324.75,0.926
Comp. Cola Columna,Cu 324.75,0.947
Barren,Cu 324.75,0.863
Barren Patios,Cu 324.75,0.785
NE Tubo 1,Cu 324.75,0.08
NE Tubo 5,Cu 324.75,0.723
NE Tubo 6,Cu 324.75,0.274
NE Tubo 7,Cu 324.75,0.108
Celda # 11-A,Cu 324.75,0.634
Celda # 11-B,Cu 324.75,0.135
Celda # 11-C,Cu 324.75,1.26
Celda #5-9,Cu 324.75,0.422
