Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.107
Comp. Cola Columna,Cu 324.75,1.35
Barren,Cu 324.75,1.277
Cabeza puntual retorno,Cu 324.75,2.15
Celda # 11-A,Cu 324.75,0.21
Celda # 11-B,Cu 324.75,30.61
Celda # 11-C,Cu 324.75,24.29
Celda # 6-F2,Cu 324.75,11.75
Celda #5-9,Cu 324.75,0.171
Celda #(F1+F2),Cu 324.75,1.816
NE Tubo 1,Cu 324.75,16.98
NE Tubo 2,Cu 324.75,0.61
NE Tubo 4,Cu 324.75,0.643
NE Tubo 5,Cu 324.75,0.222
NE Tubo 6,Cu 324.75,0.24
NE Tubo 7,Cu 324.75,2.579
Puntual Noroeste,Cu 324.75,1.092
Barren Patios,Cu 324.75,1.475
Tubo 3,Cu 324.75,0.123
Especial 1,Cu 324.75,0.102
Especial 2,Cu 324.75,0.09
Especial 3,Cu 324.75,0.142
Especial 4,Cu 324.75,0.145
Especial 5,Cu 324.75,0.11
Especial 6,Cu 324.75,0.099
