Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cab Columna,Cu 324.75,0.938
Comp. Cola Columna,Cu 324.75,0.939
Barren,Cu 324.75,0.933
Cabeza puntual retorno,Cu 324.75,0.884
Celda # 11-A,Cu 324.75,0.321
Celda # 11-B,Cu 324.75,0.486
Celda # 11-C,Cu 324.75,2.115
Celda # 6-F2,Cu 324.75,0.468
Celda #5-9,Cu 324.75,0.607
Celda #(F1+F2),Cu 324.75,0.906
NE Tubo 1,Cu 324.75,0.039
NE Tubo 2,Cu 324.75,0.356
NE Tubo 4,Cu 324.75,0.514
NE Tubo 5,Cu 324.75,0.124
NE Tubo 6,Cu 324.75,0.968
NE Tubo 7,Cu 324.75,3.053
Puntual Noroeste,Cu 324.75,0.941
Barren Patios,Cu 324.75,1.006
Tubo 3,Cu 324.75,1.052
Especial 1,Cu 324.75,0.619
Especial 2,Cu 324.75,0.267
Especial 3,Cu 324.75,0.128
Especial 4,Cu 324.75,0.179
Especial 5,Cu 324.75,1.604
Especial 6,Cu 324.75,0.622
