Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,4.525
Comp. Cola Columna,Cu 324.75,4.429
Barren,Cu 324.75,3.989
Cabeza puntual retorno,Cu 324.75,5.132
Celda # 11-A,Cu 324.75,1.106
Celda # 11-B,Cu 324.75,0.193
Celda # 11-C,Cu 324.75,2.095
Celda # 6-F2,Cu 324.75,0.054
Celda #5-9,Cu 324.75,2.262
Celda #(F1+F2),Cu 324.75,5.059
NE Tubo 1,Cu 324.75,0.036
NE Tubo 2,Cu 324.75,0.069
NE Tubo 4,Cu 324.75,1.088
NE Tubo 5,Cu 324.75,10.32
NE Tubo 6,Cu 324.75,3.458
NE Tubo 7,Cu 324.75,16.23
Puntual Noroeste,Cu 324.75,4.277
Tubo 3,Cu 324.75,4.396
Especial 1,Cu 324.75,0.124
Especial 2,Cu 324.75,0.057
Especial 3,Cu 324.75,0.254
Especial 4,Cu 324.75,1.396
Especial 5,Cu 324.75,0.835
