Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.559
Columna #2,Cu 324.75,1.539
Columna #3,Cu 324.75,1.519
Columna #4,Cu 324.75,1.508
Columna #5,Cu 324.75,1.509
Comp. Cabeza Columna,Cu 324.75,1.417
Comp. Cola Columna,Cu 324.75,1.506
Barren,Cu 324.75,1.474
Cabeza puntual retorno,Cu 324.75,1.436
Celda # 11-A,Cu 324.75,0.701
Celda # 11-B,Cu 324.75,0.978
Celda # 11-C,Cu 324.75,0.238
Celda #5-9,Cu 324.75,2.993
Celda #(F1+F2),Cu 324.75,1.313
NE Tubo 1,Cu 324.75,0.029
NE Tubo 2,Cu 324.75,0.236
NE Tubo 4,Cu 324.75,0.349
NE Tubo 5,Cu 324.75,0.420
NE Tubo 6,Cu 324.75,0.952
NE Tubo 7,Cu 324.75,5.359
Puntual Noroeste,Cu 324.75,1.312
Barren Patios,Cu 324.75,1.196
Tubo 3,Cu 324.75,0.492
Especial 1,Cu 324.75,0.907
Especial 2,Cu 324.75,0.020
Especial 3,Cu 324.75,0.036
Especial 4,Cu 324.75,0.062
Especial 5,Cu 324.75,0.023
