Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.892
Comp. Cola Columna,Cu 324.75,0.633
Barren,Cu 324.75,0.596
Cabeza puntual retorno,Cu 324.75,0.959
Celda # 11-A,Cu 324.75,9.156
Celda # 11-B,Cu 324.75,0.189
Celda # 11-C,Cu 324.75,1.135
Celda #5-9,Cu 324.75,0.038
Celda #(F1+F2),Cu 324.75,0.723
NE Tubo 1,Cu 324.75,0.017
NE Tubo 2,Cu 324.75,1.274
NE Tubo 4,Cu 324.75,0.527
NE Tubo 5,Cu 324.75,0.13
NE Tubo 6,Cu 324.75,1.085
NE Tubo 7,Cu 324.75,0.454
Puntual Noroeste,Cu 324.75,0.757
Barren Patios,Cu 324.75,0.651
Tubo 3,Cu 324.75,0.885
Especial 1,Cu 324.75,0.204
Especial 2,Cu 324.75,0.027
Especial 3,Cu 324.75,0.505
Especial 4,Cu 324.75,1.201
Especial 5,Cu 324.75,0.307
Columna #1,Cu 324.75,0.806
Columna #2,Cu 324.75,0.683
Columna #3,Cu 324.75,0.574
Columna #4,Cu 324.75,0.52
Columna #5,Cu 324.75,0.463
