Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.589
Comp. Cola Columna,Cu 324.75,0.524
Barren,Cu 324.75,0.573
Cabeza puntual retorno,Cu 324.75,0.552
Celda # 11-A,Cu 324.75,0.292
Celda # 11-B,Cu 324.75,0.084
Celda # 11-C,Cu 324.75,0.052
Celda # 6-F2,Cu 324.75,0.069
Celda #5-9,Cu 324.75,0.025
Celda #(F1+F2),Cu 324.75,0.511
NE Tubo 2,Cu 324.75,0.031
NE Tubo 4,Cu 324.75,0.323
NE Tubo 5,Cu 324.75,0.081
NE Tubo 6,Cu 324.75,0.11
NE Tubo 7,Cu 324.75,0.136
Puntual Noroeste,Cu 324.75,0.564
Barren Patios,Cu 324.75,0.568
Tubo 3,Cu 324.75,1.12
Especial 1,Cu 324.75,0.087
Especial 2,Cu 324.75,0.036
Especial 3,Cu 324.75,0.359
Especial 4,Cu 324.75,0.941
Especial 5,Cu 324.75,0.054
