Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,5.147
Comp. Cola Columna,Cu 324.75,4.363
Barren,Cu 324.75,3.939
Cabeza puntual retorno,Cu 324.75,5.095
Celda # 11-A,Cu 324.75,0.409
Celda # 11-B,Cu 324.75,5.188
Celda # 11-C,Cu 324.75,31.65
Celda # 6-F2,Cu 324.75,19.24
Celda #5-9,Cu 324.75,0.153
Celda #(F1+F2),Cu 324.75,1.931
NE Tubo 1,Cu 324.75,25.33
NE Tubo 2,Cu 324.75,0.582
NE Tubo 4,Cu 324.75,0.779
NE Tubo 5,Cu 324.75,0.278
NE Tubo 6,Cu 324.75,0.249
NE Tubo 7,Cu 324.75,2.037
Puntual Noroeste,Cu 324.75,1.139
Barren Patios,Cu 324.75,3.778
Tubo 3,Cu 324.75,1.675
Especial 1,Cu 324.75,0.107
Especial 2,Cu 324.75,0.088
Especial 3,Cu 324.75,0.145
Especial 4,Cu 324.75,0.164
Especial 5,Cu 324.75,0.104
