Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.128
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.13
Celda # 11-A,Au 242.80,0.032
Celda # 11-B,Au 242.80,0.021
Celda # 11-C,Au 242.80,0.01
Celda #5-9,Au 242.80,0.014
Celda #(F1+F2),Au 242.80,0.124
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.101
NE Tubo 4,Au 242.80,0.106
NE Tubo 5,Au 242.80,0.049
NE Tubo 6,Au 242.80,0.051
NE Tubo 7,Au 242.80,0.134
Puntual Noroeste,Au 242.80,0.13
Tubo 3,Au 242.80,0.191
Especial 1,Au 242.80,0.091
Especial 2,Au 242.80,0.034
Especial 3,Au 242.80,0.102
Especial 4,Au 242.80,0.089
Especial 5,Au 242.80,0.038
Especial 6,Au 242.80,0.15
