Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.395
Cabeza puntual retorno,Cu 324.75,0.439
Celda #(F1+F2),Cu 324.75,0.11
Puntual Noroeste,Cu 324.75,0.427
Tubo 3,Cu 324.75,0.097
NE Tubo 2,Cu 324.75,0.086
NE Tubo 4,Cu 324.75,0.075
Especial 1,Cu 324.75,0.057
Especial 2,Cu 324.75,0.166
Especial 3,Cu 324.75,0.095
Especial 4,Cu 324.75,0.099
Especial 5,Cu 324.75,4.427
Comp. Cola Columna,Cu 324.75,0.435
Barren,Cu 324.75,0.479
Barren Patios,Cu 324.75,0.435
NE Tubo 1,Cu 324.75,0.099
NE Tubo 5,Cu 324.75,0.096
NE Tubo 6,Cu 324.75,0.095
NE Tubo 7,Cu 324.75,0.054
Celda # 11-A,Cu 324.75,0.116
Celda # 11-B,Cu 324.75,0.887
Celda # 11-C,Cu 324.75,2.925
Celda # 6-F2,Cu 324.75,0.806
Celda #5-9,Cu 324.75,0.175
