Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.864
Cabeza puntual retorno,Cu 324.75,0.823
Celda #(F1+F2),Cu 324.75,0.767
Puntual Noroeste,Cu 324.75,0.725
Tubo 3,Cu 324.75,0.785
Comp. Cola Columna,Cu 324.75,0.758
Barren,Cu 324.75,0.689
Celda # 11-A,Cu 324.75,1.030
Celda # 11-B,Cu 324.75,0.044
Celda # 11-C,Cu 324.75,0.071
Celda #5-9,Cu 324.75,1.023
NE Tubo 1,Cu 324.75,0.031
NE Tubo 2,Cu 324.75,0.343
NE Tubo 4,Cu 324.75,0.098
NE Tubo 5,Cu 324.75,0.049
NE Tubo 6,Cu 324.75,0.035
NE Tubo 7,Cu 324.75,1.229
Barren Patios,Cu 324.75,0.775
Especial 1,Cu 324.75,0.316
Especial 2,Cu 324.75,0.154
Especial 3,Cu 324.75,0.119
Especial 4,Cu 324.75,0.112
Especial 5,Cu 324.75,0.125
Columna #1,Cu 324.75,0.807
Columna #2,Cu 324.75,0.802
Columna #3,Cu 324.75,0.822
Columna #4,Cu 324.75,0.810
Columna #5,Cu 324.75,0.819
