Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.524
Comp. Cola Columna,Ag 328.07,0.218
Barren,Ag 328.07,0.244
Cabeza puntual retorno,Ag 328.07,0.53
Celda # 11-A,Ag 328.07,0.031
Celda # 11-B,Ag 328.07,0.057
Celda # 11-C,Ag 328.07,0.021
Celda # 6-F2,Ag 328.07,0.878
Celda #5-9,Ag 328.07,0.075
Celda #(F1+F2),Ag 328.07,0.586
NE Tubo 1,Ag 328.07,3.687
NE Tubo 2,Ag 328.07,0.139
NE Tubo 4,Ag 328.07,0.065
NE Tubo 5,Ag 328.07,0.091
NE Tubo 6,Ag 328.07,0.036
NE Tubo 7,Ag 328.07,0.885
Puntual Noroeste,Ag 328.07,0.534
Barren Patios,Ag 328.07,0.291
Tubo 3,Ag 328.07,0.649
Especial 1,Ag 328.07,0.214
Especial 2,Ag 328.07,0.041
Especial 3,Ag 328.07,0.061
Especial 4,Ag 328.07,0.051
Especial 5,Ag 328.07,0.188
