Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.660
Cabeza puntual retorno,Cu 324.75,1.607
Celda #(F1+F2),Cu 324.75,1.036
Puntual Noroeste,Cu 324.75,1.337
Tubo 3,Cu 324.75,0.059
Comp. Cola Columna,Cu 324.75,1.720
Barren,Cu 324.75,1.839
Celda # 11-A,Cu 324.75,1.701
Celda # 11-B,Cu 324.75,0.092
Celda # 11-C,Cu 324.75,3.077
Celda # 6-F2,Cu 324.75,0.081
Celda #5-9,Cu 324.75,15.12
NE Tubo 1,Cu 324.75,0.291
NE Tubo 2,Cu 324.75,0.078
NE Tubo 4,Cu 324.75,1.045
NE Tubo 5,Cu 324.75,2.684
NE Tubo 6,Cu 324.75,2.363
NE Tubo 7,Cu 324.75,3.830
Barren Patios,Cu 324.75,1.657
Especial 1,Cu 324.75,4.259
Especial 2,Cu 324.75,18.34
Especial 3,Cu 324.75,0.184
Especial 4,Cu 324.75,0.088
Especial 5,Cu 324.75,13.76
