Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.22
Comp. Cola Columna,Cu 324.75,0.25
Barren,Cu 324.75,0.28
Cabeza puntual retorno,Cu 324.75,0.213
Columna #1,Cu 324.75,0.27
Columna #2,Cu 324.75,0.287
Columna #3,Cu 324.75,0.313
Columna #4,Cu 324.75,0.314
Columna #5,Cu 324.75,0.326
Celda # 11-A,Cu 324.75,0.289
Celda # 11-B,Cu 324.75,0.113
Celda # 11-C,Cu 324.75,0.11
Celda #5-9,Cu 324.75,0.054
Celda #(F1+F2),Cu 324.75,0.194
NE Tubo 1,Cu 324.75,0.035
NE Tubo 2,Cu 324.75,0.212
NE Tubo 4,Cu 324.75,0.085
NE Tubo 5,Cu 324.75,0.113
NE Tubo 6,Cu 324.75,0.533
NE Tubo 7,Cu 324.75,0.246
Puntual Noroeste,Cu 324.75,0.22
Barren Patios,Cu 324.75,0.307
Tubo 3,Cu 324.75,0.256
Especial 1,Cu 324.75,0.09
Especial 2,Cu 324.76,0.052
Especial 3,Cu 324.77,0.427
Especial 4,Cu 324.78,1.309
Especial 5,Cu 324.79,0.741
