Analista,JGS,,,,,,,,,
Fecha de inicio,15/07/2022 00:58,,,,,,,,,
Hoja de trabajo,Ec000064-re,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
Au,CERO CAL,0,,mg/L,>100,0,-0.0005,0,-0.0001,0
Au,PATRÓN 1,0.5,,mg/L,2.4,0.0127,0.0002,0.0123,0.0127,0.0129
Au,PATRÓN 2,1,,mg/L,1.3,0.0266,0.0005,0.0263,0.0265,0.0269
Au,PATRÓN 3,2,,mg/L,1.7,0.0574,-0.001,0.0572,0.0565,0.0584
Au,PATRÓN 4,5,,mg/L,1.4,0.1399,0,0.1377,0.1407,0.1412
Au,PATRÓN 5,10,,mg/L,1.4,0.2799,-0.0007,0.2762,0.2797,0.2839
Au,BLANCO REACTIVO,0,,mg/L,7.1,0.0043,-0.0037,0.0044,0.0039,0.0045
Au,PATRON,0.5122,,mg/L,1.8,0.0133,-0.0085,0.0132,0.0136,0.0131
Au,BLANCO,0.0024,,mg/L,>100,0.0001,-0.0079,0.0004,0,-0.0003
Au,EC000045-001,0.2725,,mg/L,5,0.0312,-0.0073,0.033,0.0304,0.0301
Au,EC000045-002,0.0094,,mg/L,47.8,0.001,-0.0078,0.0016,0.0008,0.0007
Au,EC000045-003,0.1969,,mg/L,3,0.0223,-0.0074,0.0229,0.0215,0.0224
Au,EC000045-004,0.127,,mg/L,3.2,0.0143,-0.0075,0.0147,0.0145,0.0138
Au,EC000045-005,0.3038,,mg/L,0.7,0.0348,-0.0079,0.035,0.0348,0.0346
Au,EC000045-006,0.2761,,mg/L,1.2,0.0316,-0.0081,0.0312,0.0319,0.0317
Au,EC000045-007,0.1517,,mg/L,2.4,0.0171,-0.0078,0.0167,0.0171,0.0175
Au,EC000045-011,0.1182,,mg/L,0.2,0.0132,-0.003,0.0132,0.0132,0.0132
Au,EC000045-012,0.4271,,mg/L,1.4,0.0501,-0.0069,0.0493,0.0503,0.0507
Au,EC000045-013,0.15,,mg/L,1.9,0.017,-0.0069,0.0168,0.0169,0.0174
Au,EC000045-014,0.15,,mg/L,1.9,0.017,-0.0069,0.0168,0.0169,0.0174
Au,BLANCO REACTIVO,0,,mg/L,54.1,-0.0008,0.0012,-0.0003,-0.0011,-0.0009
Au,BLANCO,0.0117,,mg/L,23.5,0.0003,0.002,0.0003,0.0004,0.0002
Au,BLANCO REACTIVO,0,,mg/L,52.6,-0.0009,0.0017,-0.0012,-0.0004,-0.0012
Au,CERO CAL,0,,mg/L,43.1,-0.0005,0.0007,-0.0006,-0.0003,-0.0007
Au,PATRÓN 1,0.5,,mg/L,2.9,0.0128,0.0009,0.0127,0.0132,0.0125
