Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.091
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.089
Celda # 11-A,Au 242.80,0.063
Celda # 11-B,Au 242.80,0.006
Celda # 11-C,Au 242.80,0.011
Celda # 6-F2,Au 242.80,0.019
Celda #5-9,Au 242.80,0.145
Celda #(F1+F2),Au 242.80,0.064
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.068
NE Tubo 4,Au 242.80,0.099
NE Tubo 5,Au 242.80,0.067
NE Tubo 6,Au 242.80,0.045
NE Tubo 7,Au 242.80,0.044
Puntual Noroeste,Au 242.80,0.068
Barren Patios,Au 242.80,0.015
Tubo 3,Au 242.80,0.036
Especial 1,Au 242.80,0.326
Especial 2,Au 242.80,0.268
Especial 3,Au 242.80,0.06
Especial 4,Au 242.80,0.137
Especial 5,Au 242.80,0.198
