Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.103
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.103
Celda # 11-A,Au 242.80,0.002
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.003
Celda # 6-F2,Au 242.80,0.226
Celda #5-9,Au 242.80,0.027
Celda #(F1+F2),Au 242.80,0.1
NE Tubo 1,Au 242.80,0.031
NE Tubo 2,Au 242.80,0.186
NE Tubo 4,Au 242.80,0.093
NE Tubo 5,Au 242.80,0.071
NE Tubo 6,Au 242.80,0.017
NE Tubo 7,Au 242.80,0.029
Puntual Noroeste,Au 242.80,0.099
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.061
Especial 1,Au 242.80,0.042
Especial 2,Au 242.80,0.037
Especial 3,Au 242.80,0.002
Especial 4,Au 242.80,0.005
Especial 5,Au 242.80,0.028
Especial 6,Au 242.80,0.006
