PPTDO MC LOTE 190,Zn,134
PPTDO MC LOTE 191,Zn,157.3
PPTDO MC LOTE 190,Cu,25.97
PPTDO MC LOTE 191,Cu,26.26
PPTDO MC LOTE 190,Pb,0.031
PPTDO MC LOTE 191,Pb,0.03
PPTDO MC LOTE 190,Cd,0.009
PPTDO MC LOTE 191,Cd,0.009
PPTDO MC LOTE 190,Fe,0.03
PPTDO MC LOTE 191,Fe,0.031
