Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.137
Comp. Cola Columna,Au 242.80,0.015
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.136
Celda # 11-A,Au 242.80,0.099
Celda # 11-B,Au 242.80,0.026
Celda # 11-C,Au 242.80,0.012
Celda #5-9,Au 242.80,0.027
Celda #(F1+F2),Au 242.80,0.139
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.14
NE Tubo 4,Au 242.80,0.118
NE Tubo 5,Au 242.80,0.103
NE Tubo 6,Au 242.80,0.186
NE Tubo 7,Au 242.80,0.056
Puntual Noroeste,Au 242.80,0.151
Barren Patios,Au 242.80,0.017
Tubo 3,Au 242.80,0.195
Especial 1,Au 242.80,0.027
Especial 2,Au 242.80,0.063
Especial 3,Au 242.80,0.153
Especial 4,Au 242.80,0.123
Especial 5,Au 242.80,0.054
Columna #1,Au 242.80,0.099
Columna #2,Au 242.80,0.073
Columna #3,Au 242.80,0.036
Columna #4,Au 242.80,0.021
Columna #5,Au 242.80,0.011
