Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.499
Comp. Cola Columna,Cu 324.75,0.383
Barren,Cu 324.75,0.365
Cabeza puntual retorno,Cu 324.75,0.442
Celda # 11-A,Cu 324.75,0.108
Celda # 11-B,Cu 324.75,0.054
Celda # 11-C,Cu 324.75,0.276
Celda #5-9,Cu 324.75,4.316
Celda #(F1+F2),Cu 324.75,0.352
NE Tubo 1,Cu 324.75,0.036
NE Tubo 2,Cu 324.75,0.145
NE Tubo 4,Cu 324.75,0.460
NE Tubo 5,Cu 324.75,0.203
NE Tubo 6,Cu 324.75,0.177
NE Tubo 7,Cu 324.75,0.211
Puntual Noroeste,Cu 324.75,0.231
Barren Patios,Cu 324.75,0.398
Tubo 3,Cu 324.75,0.117
Especial 1,Cu 324.75,0.359
Especial 2,Cu 324.75,0.152
Especial 3,Cu 324.75,0.082
Especial 4,Cu 324.75,0.105
Especial 5,Cu 324.75,0.722
Columna #1,Cu 324.75,0.412
Columna #2,Cu 324.75,0.371
Columna #3,Cu 324.75,0.353
Columna #4,Cu 324.75,0.331
Columna #5,Cu 324.75,0.300
