Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.282
Comp. Cola Columna,Cu 324.75,0.290
Barren,Cu 324.75,0.350
Cabeza puntual retorno,Cu 324.75,0.295
Columna #1,Cu 324.75,0.291
Columna #2,Cu 324.75,0.313
Columna #3,Cu 324.75,0.319
Columna #4,Cu 324.75,0.326
Columna #5,Cu 324.75,0.319
Celda # 11-A,Cu 324.75,1.380
Celda # 11-B,Cu 324.75,0.147
Celda # 11-C,Cu 324.75,0.473
Celda #5-9,Cu 324.75,1.325
Celda #(F1+F2),Cu 324.75,0.296
NE Tubo 1,Cu 324.75,0.133
NE Tubo 2,Cu 324.75,0.161
NE Tubo 4,Cu 324.75,0.462
NE Tubo 5,Cu 324.75,0.260
NE Tubo 6,Cu 324.75,0.696
NE Tubo 7,Cu 324.75,0.221
Puntual Noroeste,Cu 324.75,0.315
Tubo 3,Cu 324.75,0.185
Especial 1,Cu 324.75,0.173
Especial 2,Cu 324.75,0.143
Especial 3,Cu 324.75,0.182
Especial 4,Cu 324.75,0.206
Especial 5,Cu 324.75,0.219
Barren Patios,Cu 324.75,0.294
