Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.054
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.051
Columna #1,Au 242.80,0.051
Columna #2,Au 242.80,0.046
Columna #3,Au 242.80,0.035
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.002
Celda # 11-A,Au 242.80,0.051
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.012
Celda #5-9,Au 242.80,0.037
Celda #(F1+F2),Au 242.80,0.052
NE Tubo 1,Au 242.80,0.011
NE Tubo 2,Au 242.80,0.037
NE Tubo 4,Au 242.80,0.022
NE Tubo 5,Au 242.80,0.015
NE Tubo 6,Au 242.80,0.061
NE Tubo 7,Au 242.80,0.117
Puntual Noroeste,Au 242.80,0.05
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.076
Especial 1,Au 242.80,0.139
Especial 2,Au 242.80,0.159
Especial 3,Au 242.80,0.062
Especial 4,Au 242.80,0.042
Especial 5,Au 242.80,0.121
Especial 6,Au 242.80,0.011
