"Analista",""
"Fecha de inicio","09:25 a. m. 19/01/2023"
"Hoja de trabajo","Sa000070_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag (Llama)"

"Ag","PATRON",0.9902,"","mg/L",0.4,0.1263,0.1259,0.1263,0.1268
"Ag","BLANCO",0.0008,"","mg/L",97.2,0.0001,0.0001,0.0000,0.0002
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",29.3,0.0004,0.0003,0.0005,0.0004
"Ag","SA000070-001",12.5584,"","mg/L",0.4,0.0660,0.0657,0.0662,0.0661
"Ag","SA000070-002",8.0784,"","mg/L",0.3,0.0416,0.0415,0.0416,0.0417
"Ag","SA000070-003",12.9160,"","mg/L",0.3,0.0663,0.0662,0.0662,0.0666
"Ag","SA000070-004",5.5249,"","mg/L",0.2,0.0283,0.0283,0.0283,0.0283
"Ag","SA000070-005",9.8856,"","mg/L",0.4,0.0504,0.0504,0.0502,0.0507
"Ag","PATRON",0.9964,"","mg/L",0.4,0.1272,0.1272,0.1266,0.1277
"Ag","SA000070-006",8.4631,"","mg/L",0.6,0.0435,0.0437,0.0432,0.0436
"Ag","SA000070-007",7.0863,"","mg/L",0.6,0.0369,0.0367,0.0372,0.0369
"Ag","SA000070-008",1.6530,"","mg/L",2.7,0.0085,0.0087,0.0086,0.0082
"Ag","SA000070-009",0.0132,"","mg/L",41.7,0.0001,0.0001,0.0000,0.0001
"Ag","SA000070-010",3.4982,"","mg/L",0.9,0.0180,0.0178,0.0180,0.0182
"Ag","PATRON",1.0016,"","mg/L",0.4,0.1278,0.1284,0.1274,0.1277
"Ag","BLANCO",0.0006,"","mg/L",">100",0.0001,0.0002,0.0000,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",42.4,0.0004,0.0003,0.0002,0.0005
"Ag","SA000070-011",3.5719,"","mg/L",0.6,0.0187,0.0186,0.0186,0.0188
"Ag","SA000070-012",6.1943,"","mg/L",0.7,0.0323,0.0324,0.0320,0.0323
"Ag","SA000070-013",5.0783,"","mg/L",0.2,0.0261,0.0261,0.0262,0.0261
"Ag","SA000070-014",3.3965,"","mg/L",0.8,0.0174,0.0175,0.0175,0.0173
"Ag","SA000070-015",2.0240,"","mg/L",0.7,0.0103,0.0104,0.0102,0.0103
"Ag","PATRON",0.9985,"","mg/L",0.4,0.1274,0.1269,0.1279,0.1275
"Ag","SA000070-016",8.7570,"","mg/L",0.3,0.0450,0.0449,0.0451,0.0451
"Ag","SA000070-017",3.4286,"","mg/L",0.7,0.0177,0.0177,0.0178,0.0176
"Ag","SA000070-018",2.9543,"","mg/L",0.3,0.0156,0.0156,0.0155,0.0156
"Ag","SA000070-019",4.3238,"","mg/L",0.9,0.0221,0.0219,0.0222,0.0223
"Ag","SA000070-020",26.4092,"","mg/L",0.2,0.1358,0.1358,0.1360,0.1354
"Ag","PATRON",1.0048,"","mg/L",0.4,0.1282,0.1278,0.1288,0.1281
"Ag","BLANCO",0.0014,"","mg/L",39.9,0.0002,0.0001,0.0003,0.0002
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",22.9,0.0005,0.0004,0.0005,0.0006
"Ag","SA000070-021",4.2141,"","mg/L",0.5,0.0216,0.0217,0.0215,0.0217
"Ag","SA000070-022",6.5522,"","mg/L",0.2,0.0339,0.0340,0.0339,0.0338
"Ag","SA000070-023",2.9179,"","mg/L",0.5,0.0151,0.0151,0.0151,0.0150
"Ag","SA000070-024",0.1524,"","mg/L",6.9,0.0008,0.0008,0.0007,0.0007
"Ag","SA000070-025",3.3873,"","mg/L",0.5,0.0177,0.0177,0.0178,0.0177
"Ag","PATRON",1.0033,"","mg/L",0.7,0.1280,0.1275,0.1276,0.1290
"Ag","SA000070-026",2.1091,"","mg/L",0.9,0.0109,0.0109,0.0109,0.0107
"Ag","SA000070-027",6.3203,"","mg/L",0.4,0.0324,0.0326,0.0324,0.0323
"Ag","SA000070-028",6.1650,"","mg/L",0.6,0.0320,0.0321,0.0322,0.0318
"Ag","SA000070-029",11.0861,"","mg/L",0.4,0.0566,0.0568,0.0567,0.0564
"Ag","SA000070-030",15.6451,"","mg/L",0.6,0.0809,0.0815,0.0807,0.0806
"Ag","PATRON",1.0000,"","mg/L",0.5,0.1276,0.1270,0.1282,0.1276
"Ag","BLANCO",0.0008,"","mg/L",88.9,0.0001,0.0001,0.0002,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",11.2,0.0006,0.0006,0.0006,0.0005
"Ag","SA000070-031",9.2974,"","mg/L",0.1,0.0479,0.0479,0.0478,0.0479
"Ag","SA000070-032",8.8270,"","mg/L",0.4,0.0458,0.0457,0.0458,0.0460
"Ag","PATRON",1.0003,"","mg/L",0.5,0.1277,0.1274,0.1284,0.1272
"Ag","BLANCO",-0.0005,"","mg/L",">100",-0.0001,0.0000,-0.0002,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",12.8,0.0004,0.0005,0.0004,0.0004
