Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.088
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.09
Columna #1,Au 242.80,0.073
Columna #2,Au 242.80,0.048
Columna #3,Au 242.80,0.034
Columna #4,Au 242.80,0.021
Columna #5,Au 242.80,0.006
Celda # 11-A,Au 242.80,0.066
Celda # 11-B,Au 242.80,0.036
Celda # 11-C,Au 242.80,0.017
Celda #5-9,Au 242.80,0.082
Celda #(F1+F2),Au 242.80,0.05
NE Tubo 1,Au 242.80,0.011
NE Tubo 2,Au 242.80,0.043
NE Tubo 4,Au 242.80,0.056
NE Tubo 5,Au 242.80,0.038
NE Tubo 6,Au 242.80,0.023
NE Tubo 7,Au 242.80,0.06
Puntual Noroeste,Au 242.80,0.057
Barren Patios,Au 242.80,0.006
Tubo 3,Au 242.80,0.06
Especial 1,Au 242.80,0.268
Especial 2,Au 242.80,0.301
Especial 3,Au 242.80,0.053
Especial 4,Au 242.80,0.07
Especial 5,Au 242.80,0.236
