Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.337
Cabeza puntual retorno,Cu 324.75,0.47
Celda #(F1+F2),Cu 324.75,0.37
Puntual Noroeste,Cu 324.75,0.228
Tubo 3,Cu 324.75,0.461
NE Tubo 2,Cu 324.75,0.122
NE Tubo 4,Cu 324.75,0.051
Especial 1,Cu 324.75,0.054
Especial 2,Cu 324.75,0.029
Especial 3,Cu 324.75,0.101
Especial 4,Cu 324.75,0.093
Especial 5,Cu 324.75,0.151
Columna #1,Cu 324.75,0.33
Columna #2,Cu 324.75,0.328
Columna #3,Cu 324.75,0.338
Columna #4,Cu 324.75,0.347
Columna #5,Cu 324.75,0.354
Comp. Cola Columna,Cu 324.75,0.36
Barren,Cu 324.75,0.422
Barren Patios,Cu 324.75,0.542
NE Tubo 1,Cu 324.75,0.024
NE Tubo 5,Cu 324.75,0.038
NE Tubo 6,Cu 324.75,0.026
NE Tubo 7,Cu 324.75,0.125
Celda # 11-A,Cu 324.75,0.086
Celda # 11-B,Cu 324.75,0.074
Celda # 11-C,Cu 324.75,0.08
Celda #5-9,Cu 324.75,0.506
