Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.165
Comp. Cola Columna,Cu 324.75,1.413
Barren,Cu 324.75,0.982
Cabeza puntual retorno,Cu 324.75,0.817
Celda # 11-A,Cu 324.75,1.731
Celda # 11-B,Cu 324.75,0.418
Celda # 11-C,Cu 324.75,1.066
Celda # 6-F2,Cu 324.75,7.164
Celda #5-9,Cu 324.75,0.688
Celda #(F1+F2),Cu 324.75,0.705
NE Tubo 1,Cu 324.75,0.089
NE Tubo 2,Cu 324.75,0.092
NE Tubo 4,Cu 324.75,0.512
NE Tubo 5,Cu 324.75,0.093
NE Tubo 6,Cu 324.75,1.274
NE Tubo 7,Cu 324.75,0.335
Puntual Noroeste,Cu 324.75,0.522
Barren Patios,Cu 324.75,0.868
Tubo 3,Cu 324.75,0.493
Especial 1,Cu 324.75,0.513
Especial 2,Cu 324.75,1.59
Especial 3,Cu 324.75,0.131
Especial 4,Cu 324.75,0.14
Especial 5,Cu 324.75,1.624
Especial 6,Cu 324.75,2.757
