Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.393
Cabeza puntual retorno,Cu 324.75,0.362
Celda #(F1+F2),Cu 324.75,0.299
Puntual Noroeste,Cu 324.75,0.228
Tubo 3,Cu 324.75,0.102
NE Tubo 2,Cu 324.75,1.882
NE Tubo 4,Cu 324.75,0.031
Especial 1,Cu 324.75,0.037
Especial 2,Cu 324.75,0.022
Especial 3,Cu 324.75,0.072
Especial 4,Cu 324.75,0.069
Especial 5,Cu 324.75,0.139
Comp. Cola Columna,Cu 324.75,0.326
Barren,Cu 324.75,0.386
Barren Patios,Cu 324.75,0.27
NE Tubo 1,Cu 324.75,0.036
NE Tubo 5,Cu 324.75,0.023
NE Tubo 6,Cu 324.75,0.018
NE Tubo 7,Cu 324.75,0.382
Celda # 11-A,Cu 324.75,0.181
Celda # 11-B,Cu 324.75,0.931
Celda # 11-C,Cu 324.75,0.326
Celda # 6-F2,Cu 324.75,0.666
Celda #5-9,Cu 324.75,0.382
