Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.098
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.101
Celda # 11-A,Au 242.80,0.002
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.004
Celda # 6-F2,Au 242.80,0.045
Celda #5-9,Au 242.80,0.031
Celda #(F1+F2),Au 242.80,0.104
NE Tubo 1,Au 242.80,0.02
NE Tubo 2,Au 242.80,0.201
NE Tubo 4,Au 242.80,0.099
NE Tubo 5,Au 242.80,0.098
NE Tubo 6,Au 242.80,0.023
NE Tubo 7,Au 242.80,0.03
Puntual Noroeste,Au 242.80,0.097
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.052
Especial 1,Au 242.80,0.047
Especial 2,Au 242.80,0.049
Especial 3,Au 242.80,0.006
Especial 4,Au 242.80,0.007
Especial 5,Au 242.80,0.023
Especial 6,Au 242.80,0.005
