Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,2.776
Comp. Cola Columna,Cu 324.75,2.739
Barren,Cu 324.75,2.783
Cabeza puntual retorno,Cu 324.75,2.778
Celda # 11-A,Cu 324.75,0.218
Celda # 11-B,Cu 324.75,0.173
Celda # 11-C,Cu 324.75,0.286
Celda # 6-F2,Cu 324.75,0.099
Celda #5-9,Cu 324.75,9.999
Celda #(F1+F2),Cu 324.75,1.542
NE Tubo 1,Cu 324.75,0.184
NE Tubo 2,Cu 324.75,0.154
NE Tubo 4,Cu 324.75,0.215
NE Tubo 5,Cu 324.75,0.09
NE Tubo 6,Cu 324.75,0.087
NE Tubo 7,Cu 324.75,1.087
Puntual Noroeste,Cu 324.75,1.425
Barren Patios,Cu 324.75,2.49
Tubo 3,Cu 324.75,1.961
Especial 1,Cu 324.75,6.547
Especial 2,Cu 324.75,6.925
Especial 3,Cu 324.75,0.621
Especial 4,Cu 324.75,0.181
Especial 5,Cu 324.75,6.827
