Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.682
Comp. Cola Columna,Cu 324.75,0.707
Barren,Cu 324.75,0.700
Cabeza puntual retorno,Cu 324.75,0.651
Celda # 11-A,Cu 324.75,0.196
Celda # 11-B,Cu 324.75,1.160
Celda # 11-C,Cu 324.75,0.364
Celda # 6-F2,Cu 324.75,0.101
Celda #5-9,Cu 324.75,2.973
Celda #(F1+F2),Cu 324.75,1.012
NE Tubo 1,Cu 324.75,0.097
NE Tubo 2,Cu 324.75,0.522
NE Tubo 4,Cu 324.75,0.158
NE Tubo 5,Cu 324.75,0.071
NE Tubo 6,Cu 324.75,0.072
NE Tubo 7,Cu 324.75,0.658
Puntual Noroeste,Cu 324.75,0.574
Barren Patios,Cu 324.75,0.630
Tubo 3,Cu 324.75,0.984
Especial 1,Cu 324.75,0.300
Especial 2,Cu 324.75,0.136
Especial 3,Cu 324.75,0.110
Especial 4,Cu 324.75,0.421
Especial 5,Cu 324.75,0.119
Especial 6,Cu 324.75,0.063
