Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.184
Cabeza puntual retorno,Au 242.80,0.184
Celda #(F1+F2),Au 242.80,0.158
Puntual Noroeste,Au 242.80,0.16
Tubo 3,Au 242.80,0.213
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.012
Celda # 11-A,Au 242.80,0.123
Celda # 11-B,Au 242.80,0.307
Celda # 11-C,Au 242.80,0.149
Celda # 6-F2,Au 242.80,0.078
Celda #5-9,Au 242.80,0.006
NE Tubo 1,Au 242.80,0.15
NE Tubo 2,Au 242.80,0.089
NE Tubo 4,Au 242.80,0.163
NE Tubo 5,Au 242.80,0.117
NE Tubo 6,Au 242.80,0.045
NE Tubo 7,Au 242.80,0.184
Barren Patios,Au 242.80,0.012
Especial 1,Au 242.80,0.047
Especial 2,Au 242.80,0.025
Especial 3,Au 242.80,0.022
Especial 4,Au 242.80,0.012
Especial 5,Au 242.80,0.011
