Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.125
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.017
Cabeza puntual retorno,Au 242.80,0.125
Celda # 11-A,Au 242.80,0.019
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.004
Celda # 6-F2,Au 242.80,0.021
Celda #5-9,Au 242.80,0.063
Celda #(F1+F2),Au 242.80,0.128
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.055
NE Tubo 4,Au 242.80,0.161
NE Tubo 5,Au 242.80,0.190
NE Tubo 6,Au 242.80,0.061
NE Tubo 7,Au 242.80,0.176
Puntual Noroeste,Au 242.80,0.139
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.146
Especial 1,Au 242.80,0.062
Especial 2,Au 242.80,0.064
Especial 3,Au 242.80,0.022
Especial 4,Au 242.80,0.060
Especial 5,Au 242.80,0.062
