Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.781
Comp. Cola Columna,Cu 324.75,1.688
Barren,Cu 324.75,1.775
Cabeza puntual retorno,Cu 324.75,1.645
Columna #1,Cu 324.75,1.599
Columna #2,Cu 324.75,1.611
Columna #3,Cu 324.75,1.601
Columna #4,Cu 324.75,1.617
Columna #5,Cu 324.75,1.631
Celda # 11-A,Cu 324.75,0.802
Celda # 11-B,Cu 324.75,0.115
Celda # 11-C,Cu 324.75,0.059
Celda #5-9,Cu 324.75,2.267
Celda #(F1+F2),Cu 324.75,2.006
NE Tubo 1,Cu 324.75,0.014
NE Tubo 2,Cu 324.75,0.073
NE Tubo 4,Cu 324.75,0.141
NE Tubo 5,Cu 324.75,1.533
NE Tubo 6,Cu 324.75,5.42
NE Tubo 7,Cu 324.75,4.143
Puntual Noroeste,Cu 324.75,1.97
Barren Patios,Cu 324.75,1.652
Tubo 3,Cu 324.75,2.952
Especial 1,Cu 324.75,0.776
Especial 2,Cu 324.75,0.069
Especial 3,Cu 324.75,0.057
Especial 4,Cu 324.75,0.187
Especial 5,Cu 324.75,0.32
Especial 6,Cu 324.75,0.003
