Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.442
Comp. Cola Columna,Cu 324.75,1.431
Barren,Cu 324.75,1.472
Cabeza puntual retorno,Cu 324.75,1.46
Celda # 11-A,Cu 324.75,0.543
Celda # 11-B,Cu 324.75,0.105
Celda # 11-C,Cu 324.75,0.069
Celda # 6-F2,Cu 324.75,0.122
Celda #5-9,Cu 324.75,1.967
Celda #(F1+F2),Cu 324.75,1.859
NE Tubo 1,Cu 324.75,0.03
NE Tubo 2,Cu 324.75,0.065
NE Tubo 4,Cu 324.75,0.973
NE Tubo 5,Cu 324.75,0.469
NE Tubo 6,Cu 324.75,2.274
NE Tubo 7,Cu 324.75,5.845
Puntual Noroeste,Cu 324.75,1.895
Barren Patios,Cu 324.75,1.432
Tubo 3,Cu 324.75,2.987
Especial 1,Cu 324.75,0.555
Especial 2,Cu 324.75,0.088
Especial 3,Cu 324.75,0.081
Especial 4,Cu 324.75,0.253
Especial 5,Cu 324.75,0.187
