Sample ID,Analyte Name,Reported Conc (Calib)
Comp.Cabeza Columna,Cu 324.75,0.624
Comp. Cola Columna,Cu 324.75,0.613
Barren,Cu 324.75,0.617
Cabeza puntual retorno,Cu 324.75,0.643
Celda # 11-A,Cu 324.75,0.922
Celda # 11-B,Cu 324.75,1.074
Celda # 11-C,Cu 324.75,0.452
Celda # 6-F2,Cu 324.75,0.061
Celda #5-9,Cu 324.75,0.52
Celda #(F1+F2),Cu 324.75,0.547
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.993
NE Tubo 4,Cu 324.75,0.107
NE Tubo 5,Cu 324.75,0.528
NE Tubo 6,Cu 324.75,1.309
NE Tubo 7,Cu 324.75,0.993
Puntual Noroeste,Cu 324.75,0.719
Barren Patios,Cu 324.75,0.525
Tubo 3,Cu 324.75,0.414
Especial 1,Cu 324.75,0.279
Especial 2,Cu 324.75,0.97
Especial 3,Cu 324.75,0.094
Especial 4,Cu 324.75,0.115
Especial 5,Cu 324.75,0.461
Especial 6,Cu 324.75,0.693
