Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.097
Columna #2,Au 242.80,0.053
Columna #3,Au 242.80,0.033
Columna #4,Au 242.80,0.023
Columna #5,Au 242.80,0.01
Comp. Cabeza Columna,Au 242.80,0.143
Cabeza puntual retorno,Au 242.80,0.139
Celda # 11-A,Au 242.80,0.025
Celda # 11-B,Au 242.80,0.014
Celda # 11-C,Au 242.80,0.008
Celda #5-9,Au 242.80,0.014
Celda #(F1+F2),Au 242.80,0.144
NE Tubo 1,Au 242.80,0.144
NE Tubo 2,Au 242.80,0.101
NE Tubo 4,Au 242.80,0.139
NE Tubo 5,Au 242.80,0.054
NE Tubo 6,Au 242.80,0.048
Especial 7,Au 242.80,0.131
Puntual Noroeste,Au 242.80,0.149
Tubo 3,Au 242.80,0.213
Especial 1,Au 242.80,0.063
Especial 2,Au 242.80,0.038
Especial 3,Au 242.80,0.054
Especial 4,Au 242.80,0.034
Especial 5,Au 242.80,0.027
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.007
