Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.117
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.112
Columna #1,Au 242.80,0.079
Columna #2,Au 242.80,0.041
Columna #3,Au 242.80,0.032
Columna #4,Au 242.80,0.015
Columna #5,Au 242.80,0.006
Celda # 11-A,Au 242.80,0.071
Celda # 11-B,Au 242.80,0.025
Celda # 11-C,Au 242.80,0.02
Celda #5-9,Au 242.80,0.024
Celda #(F1+F2),Au 242.80,0.116
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.112
NE Tubo 4,Au 242.80,0.067
NE Tubo 5,Au 242.80,0.115
NE Tubo 6,Au 242.80,0.118
NE Tubo 7,Au 242.80,0.057
Puntual Noroeste,Au 242.80,0.112
Barren Patios,Au 242.80,0.01
Especial 1,Au 242.80,0.047
Especial 2,Au 242.80,0.035
Especial 3,Au 242.80,0.063
Especial 4,Au 242.80,0.037
Especial 5,Au 242.80,0.033
