Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.572
Cabeza puntual retorno,Cu 324.75,1.022
Celda #(F1+F2),Cu 324.75,0.469
Puntual Noroeste,Cu 324.75,0.219
Tubo 3,Cu 324.75,0.048
Comp. Cola Columna,Cu 324.75,0.472
Barren,Cu 324.75,0.535
Celda # 11-A,Cu 324.75,0.107
Celda # 11-B,Cu 324.75,0.098
Celda # 11-C,Cu 324.75,0.149
Celda #5-9,Cu 324.75,0.070
NE Tubo 1,Cu 324.75,2.465
NE Tubo 2,Cu 324.75,0.385
NE Tubo 4,Cu 324.75,0.170
NE Tubo 5,Cu 324.75,0.065
NE Tubo 6,Cu 324.75,0.123
NE Tubo 7,Cu 324.75,0.457
Barren Patios,Cu 324.75,0.527
Especial 1,Cu 324.75,0.096
Especial 2,Cu 324.75,0.156
Especial 3,Cu 324.75,0.127
Especial 4,Cu 324.75,0.153
Especial 5,Cu 324.75,0.624
Columna #1,Cu 324.75,0.529
Columna #2,Cu 324.75,0.524
Columna #3,Cu 324.75,0.511
Columna #4,Cu 324.75,0.529
Columna #5,Cu 324.75,0.544
