Sample ID,Analyte Name,Reported Conc (Samp)
SA-037,Fe,0.095
SA-038,Fe,0.022
SA-039,Fe,0.08
SA-040,Fe,0.031
SA-041,Fe,0.024
SA-042,Fe,0.031
SA-037,Cd,0.033
SA-038,Cd,0.034
SA-039,Cd,0.029
SA-040,Cd,0.031
SA-041,Cd,0.027
SA-042,Cd,0.031
SA-037,Pb,0.01
SA-038,Pb,0.009
SA-039,Pb,0.023
SA-040,Pb,0.025
SA-041,Pb,0.007
SA-042,Pb,0.017
SA-037,Cu ,53.68
SA-038,Cu ,53.9
SA-039,Cu ,52.38
SA-040,Cu ,53.52
SA-041,Cu ,52.78
SA-042,Cu ,53.08
