Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.049
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.006
Cabeza puntual retorno,Au 242.80,0.048
Columna #1,Au 242.80,0.04
Columna #2,Au 242.80,0.026
Columna #3,Au 242.80,0.01
Columna #4,Au 242.80,0.009
Columna #5,Au 242.80,0.007
Celda # 11-A,Au 242.80,0.023
Celda # 11-B,Au 242.80,0.027
Celda # 11-C,Au 242.80,0.04
Celda #5-9,Au 242.80,0.035
Celda #(F1+F2),Au 242.80,0.047
NE Tubo 1,Au 242.80,0.135
NE Tubo 2,Au 242.80,0.042
NE Tubo 4,Au 242.80,0.03
NE Tubo 5,Au 242.80,0.013
NE Tubo 6,Au 242.80,0.026
NE Tubo 7,Au 242.80,0.028
Puntual Noroeste,Au 242.80,0.048
Barren Patios,Au 242.80,0.001
Tubo 3,Au 242.80,0.054
Especial 1,Au 242.80,0.03
Especial 2,Au 242.80,0.06
Especial 3,Au 242.80,0.017
Especial 4,Au 242.80,0.01
Especial 5,Au 242.80,0.07
