Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.991
Comp. Cola Columna,Cu 324.75,1.697
Barren,Cu 324.75,1.395
Cabeza puntual retorno,Cu 324.75,2.016
Celda # 11-A,Cu 324.75,0.18
Celda # 11-B,Cu 324.75,0.444
Celda # 11-C,Cu 324.75,0.061
Celda #5-9,Cu 324.75,1.607
Celda #(F1+F2),Cu 324.75,1.879
NE Tubo 1,Cu 324.75,0.023
NE Tubo 2,Cu 324.75,0.764
NE Tubo 4,Cu 324.75,0.081
NE Tubo 5,Cu 324.75,0.182
NE Tubo 6,Cu 324.75,0.896
NE Tubo 7,Cu 324.75,0.932
Puntual Noroeste,Cu 324.75,0.376
Barren Patios,Cu 324.75,1.211
Tubo 3,Cu 324.75,0.2
Especial 1,Cu 324.75,0.335
Especial 2,Cu 324.75,0.058
Especial 3,Cu 324.75,0.054
Especial 4,Cu 324.75,0.041
Especial 5,Cu 324.75,0.183
Especial 6,Cu 324.75,1.791
Columna #1,Cu 324.75,1.767
Columna #2,Cu 324.75,1.733
Columna #3,Cu 324.75,1.631
Columna #5,Cu 324.75,1.448
