Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.202
Cabeza puntual retorno,Cu 324.75,0.221
Celda #(F1+F2),Cu 324.75,0.164
Puntual Noroeste,Cu 324.75,0.132
Tubo 3,Cu 324.75,0.109
Comp. Cola Columna,Cu 324.75,0.259
Celda # 11-A,Cu 324.75,0.097
Celda # 11-B,Cu 324.75,0.523
Celda # 11-C,Cu 324.75,0.098
Celda #5-9,Cu 324.75,0.083
NE Tubo 1,Cu 324.75,0.297
NE Tubo 2,Cu 324.75,0.101
NE Tubo 4,Cu 324.75,0.075
NE Tubo 5,Cu 324.75,0.079
NE Tubo 6,Cu 324.75,0.086
NE Tubo 7,Cu 324.75,0.795
Barren Patios,Cu 324.75,0.274
Especial 1,Cu 324.75,0.092
Especial 2,Cu 324.75,0.111
Especial 3,Cu 324.75,0.098
Especial 4,Cu 324.75,0.111
Especial 5,Cu 324.75,0.762
Columna #1,Cu 324.75,0.203
Columna #2,Cu 324.75,0.188
Columna #3,Cu 324.75,0.172
Columna #4,Cu 324.75,0.181
Columna #5,Cu 324.75,0.175
