Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.921
Cabeza puntual retorno,Cu 324.75,0.99
Celda #(F1+F2),Cu 324.75,1.014
Puntual Noroeste,Cu 324.75,1.133
Tubo 3,Cu 324.75,0.886
NE Tubo 2,Cu 324.75,0.163
NE Tubo 4,Cu 324.75,0.161
Especial 1,Cu 324.75,0.09
Especial 2,Cu 324.75,0.139
Especial 3,Cu 324.75,0.106
Especial 4,Cu 324.75,0.12
Especial 5,Cu 324.75,0.112
Comp. Cola Columna,Cu 324.75,0.837
Barren,Cu 324.75,0.88
Barren Patios,Cu 324.75,0.881
NE Tubo 1,Cu 324.75,0.081
NE Tubo 5,Cu 324.75,0.057
NE Tubo 6,Cu 324.75,0.078
NE Tubo 7,Cu 324.75,4.058
Celda # 11-A,Cu 324.75,0.077
Celda # 11-B,Cu 324.75,0.222
Celda # 11-C,Cu 324.75,0.121
Celda # 6-F2,Cu 324.75,0.049
Celda #5-9,Cu 324.75,0.058
