Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.982
Comp. Cola Columna,Cu 324.75,1.05
Barren,Cu 324.75,1.204
Cabeza puntual retorno,Cu 324.75,1.002
Celda # 11-A,Cu 324.75,0.084
Celda # 11-B,Cu 324.75,4.48
Celda # 11-C,Cu 324.75,1.016
Celda # 6-F2,Cu 324.75,0.034
Celda #5-9,Cu 324.75,0.877
Celda #(F1+F2),Cu 324.75,5.84
NE Tubo 1,Cu 324.75,0.52
NE Tubo 2,Cu 324.75,2.106
NE Tubo 4,Cu 324.75,2.09
NE Tubo 5,Cu 324.75,0.326
NE Tubo 6,Cu 324.75,0.506
NE Tubo 7,Cu 324.75,0.089
Puntual Noroeste,Cu 324.75,1.493
Barren Patios,Cu 324.75,0.406
Tubo 3,Cu 324.75,0.046
Especial 1,Cu 324.75,0.029
Especial 2,Cu 324.75,0.071
Especial 3,Cu 324.75,0.069
Especial 4,Cu 324.75,0.059
Especial 5,Cu 324.75,0.461
