Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.847
Comp. Cola Columna,Cu 324.75,1.808
Barren,Cu 324.75,1.716
Cabeza puntual retorno,Cu 324.75,1.753
Celda # 11-A,Cu 324.75,0.214
Celda # 11-B,Cu 324.75,0.019
Celda #5-9,Cu 324.75,0.778
Celda #(F1+F2),Cu 324.75,1.936
Celda # 11-C,Cu 324.75,0.03
NE Tubo 1,Cu 324.75,0.035
NE Tubo 2,Cu 324.75,0.293
NE Tubo 4,Cu 324.75,1.183
NE Tubo 5,Cu 324.75,1.089
NE Tubo 6,Cu 324.75,6.82
NE Tubo 7,Cu 324.75,1.133
Puntual Noroeste,Cu 324.75,1.991
Puntual Noroeste,Cu 324.75,1.992
Barren Patios,Cu 324.75,1.744
Tubo 3,Cu 324.75,1.587
Especial 1,Cu 324.75,0.108
Especial 2,Cu 324.75,0.041
Especial 3,Cu 324.75,0.2
Especial 4,Cu 324.75,0.972
Especial 5,Cu 324.75,0.064
Columna #1,Cu 324.75,1.67
Columna #2,Cu 324.75,1.703
Columna #3,Cu 324.75,1.712
Columna #4,Cu 324.75,1.693
Columna #5,Cu 324.75,1.704
