Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.601
Comp. Cola Columna,Cu 324.75,0.521
Barren,Cu 324.75,0.432
Cabeza puntual retorno,Cu 324.75,0.61
Celda # 11-A,Cu 324.75,0.109
Celda # 11-B,Cu 324.75,0.063
Celda # 11-C,Cu 324.75,0.393
Celda # 6-F2,Cu 324.75,0.826
Celda #5-9,Cu 324.75,6.662
Celda #(F1+F2),Cu 324.75,0.519
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.249
NE Tubo 4,Cu 324.75,0.936
NE Tubo 5,Cu 324.75,0.444
NE Tubo 6,Cu 324.75,0.215
NE Tubo 7,Cu 324.75,0.733
Puntual Noroeste,Cu 324.75,0.449
Barren Patios,Cu 324.75,0.619
Tubo 3,Cu 324.75,0.098
Especial 1,Cu 324.75,0.544
Especial 2,Cu 324.75,0.165
Especial 3,Cu 324.75,0.1
Especial 4,Cu 324.75,0.12
Especial 5,Cu 324.75,0.469
Especial 6,Cu 324.75,0.044
