Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.615
Columna #2,Cu 324.75,1.636
Columna #3,Cu 324.75,1.663
Columna #4,Cu 324.75,1.663
Columna #5,Cu 324.75,1.701
Comp. Cabeza Columna,Cu 324.75,1.628
Comp. Cola Columna,Cu 324.75,1.828
Barren,Cu 324.75,1.839
Cabeza puntual retorno,Cu 324.75,1.636
Celda # 11-A,Cu 324.75,0.080
Celda # 11-B,Cu 324.75,0.046
Celda # 11-C,Cu 324.75,3.234
Celda #5-9,Cu 324.75,0.099
Celda #(F1+F2),Cu 324.75,1.669
NE Tubo 1,Cu 324.75,0.013
NE Tubo 2,Cu 324.75,0.020
NE Tubo 4,Cu 324.75,1.564
NE Tubo 5,Cu 324.75,1.512
NE Tubo 6,Cu 324.75,0.087
NE Tubo 7,Cu 324.75,6.669
Puntual Noroeste,Cu 324.75,1.708
Barren Patios,Cu 324.75,1.888
Tubo 3,Cu 324.75,0.213
Especial 1,Cu 324.75,0.022
Especial 2,Cu 324.75,0.031
Especial 3,Cu 324.75,0.163
Especial 4,Cu 324.75,0.257
Especial 5,Cu 324.75,0.050
