Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.714
Comp. Cola Columna,Cu 324.75,0.67
Barren,Cu 324.75,0.803
Cabeza puntual retorno,Cu 324.75,0.682
Celda # 11-A,Cu 324.75,0.163
Celda # 11-B,Cu 324.75,0.032
Celda # 11-C,Cu 324.75,0.079
Celda # 6-F2,Cu 324.75,0.008
Celda #5-9,Cu 324.75,0.442
Celda #(F1+F2),Cu 324.75,0.866
NE Tubo 1,Cu 324.75,0.034
NE Tubo 2,Cu 324.75,0.093
NE Tubo 4,Cu 324.75,0.057
NE Tubo 5,Cu 324.75,0.054
NE Tubo 6,Cu 324.75,0.395
NE Tubo 7,Cu 324.75,6.035
Puntual Noroeste,Cu 324.75,0.915
Barren Patios,Cu 324.75,0.767
Tubo 3,Cu 324.75,1.129
Especial 1,Cu 324.75,0.03
Especial 2,Cu 324.75,0.048
Especial 3,Cu 324.75,0.193
Especial 4,Cu 324.75,0.251
Especial 5,Cu 324.75,0.085
