Analista,JCAN,,,
Fecha de inicio,18/07/2022 13:57,,,
Hoja de trabajo,EC000029-RE,,,
Comentario,,,,
Métodos,Au,,,
,,,,
Método: Au EFAA30 (Llama),,,,
,,,,
Au,PATRON,0.4879,,mg/L
Au,BLANCO,-0.0052,,mg/L
Au,BLANCO REACTIVO,0,,mg/L
Au,EC000007-001,0.129,,mg/L
Au,EC000007-002,0.064,,mg/L
Au,EC000007-003,1.038,,mg/L
Au,EC000007-004,0.157,,mg/L
Au,EC000007-005,0.155,,mg/L
Au,EC000007-007,0.074,,mg/L
Au,EC000007-008,0.112,,mg/L
Au,EC000007-022,0.076,,mg/L
Au,EC000007-023,0.126,,mg/L
Au,EC000007-024,0.082,,mg/L
Au,PATRON,0.4959,,mg/L
Au,BLANCO,0.0025,,mg/L
Au,BLANCO REACTIVO,0,,mg/L
Au,EC000007-025,0.001,,mg/L
Au,EC000007-026,0.077,,mg/L
Au,EC000007-027,0.074,,mg/L
Au,EC000007-028,0.062,,mg/L
Au,EC000007-033,0.101,,mg/L
Au,EC000007-037,0.005,,mg/L
Au,EC000007-038,0.161,,mg/L
Au,EC000007-039,0.13,,mg/L
Au,EC000010-021,0.097,,mg/L
Au,EC000010-022,0.083,,mg/L
Au,PATRON,0.4812,,mg/L
Au,BLANCO,-0.0024,,mg/L
Au,BLANCO REACTIVO,0,,mg/L
Au,EC000010-023,0.073,,mg/L
Au,EC000010-025,0.064,,mg/L
Au,EC000010-026,0.058,,mg/L
Au,EC000010-028,0.082,,mg/L
Au,EC000010-030,0.112,,mg/L
Au,EC000010-031,0.077,,mg/L
Au,EC000010-032,1.058,,mg/L
Au,EC000010-033,0.081,,mg/L
Au,EC000010-034,0.062,,mg/L
Au,EC000010-036,0.081,,mg/L
Au,PATRON,0.5075,,mg/L
Au,BLANCO,-0.0082,,mg/L
Au,BLANCO REACTIVO,0,,mg/L
Au,EC000010-046,0.131,,mg/L
Au,EC000010-048,0.096,,mg/L
Au,EC000010-049,0.125,,mg/L
Au,EC000010-050,0.135,,mg/L
Au,PATRON,0.5075,,mg/L
Au,BLANCO,-0.0082,,mg/L
Au,BLANCO REACTIVO,0,,mg/L
